label,message,cleaned_message,message_length,word_count,has_number,has_currency,uppercase_ratio,label_encoded
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,babe home wanna something,45,10,0,0,0.7777777777777778,0
ham,K..k:)where are you?how did you performed?,kkwhere youhow performed,42,6,0,0,0.023809523809523808,0
ham,U can call me now...,call,20,5,0,0,0.05,0
ham,I am waiting machan. Call me once you free.,waiting machan call once free,43,9,0,0,0.046511627906976744,0
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,thats cool gentleman treat dignity respect,73,14,0,0,0.0136986301369863,0
ham,I like you peoples very much:) but am very shy pa.,like peoples much shy,50,11,0,0,0.02,0
ham,Does not operate after  &lt;#&gt;  or what,operate after ltgt,42,7,0,0,0.023809523809523808,0
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,still looking job much tas earn,76,16,0,0,0.05263157894736842,0
ham,"Sorry, I'll call later",sorry ill call later,22,4,0,0,0.09090909090909091,0
ham,K. Did you call me just now ah? ,call,32,8,0,0,0.0625,0
ham,Ok i am on the way to home hi hi,way home,32,10,0,0,0.03125,0
ham,You will be in the place of that man,place man,36,9,0,0,0.027777777777777776,0
ham,Yup next stop.,yup next stop,14,3,0,0,0.07142857142857142,0
ham,"I call you later, don't have network. If urgnt, sms me.",call later dont network urgnt sms,55,11,0,0,0.03636363636363636,0
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,real getting tickets one jacket done already used multis,121,26,1,0,0.03305785123966942,0
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,yes started send requests pain came back back bed double coins factory gotta cash nitros,144,31,0,0,0.034722222222222224,0
ham,I'm really not up to it still tonight babe,really still tonight babe,42,9,0,0,0.023809523809523808,0
ham,"Ela kano.,il download, come wen ur free..",ela kanoil download wen free,41,7,0,0,0.024390243902439025,0
ham,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,yeah dont stand close tho youll catch something,62,10,0,0,0.06451612903225806,0
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,sorry pain meet another night spent late afternoon casualty means havent done stuffmoro includes time sheets sorry,195,39,1,0,0.020512820512820513,0
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,smile pleasure smile pain smile trouble pours like rain smile sum hurts smile becoz someone still loves smiling,141,26,1,0,0.1347517730496454,0
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,please call customer service representative between ampm won guaranteed cash prize,139,23,1,1,0.02877697841726619,1
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,havent planning buy later check already lido show afternoon finish work already,107,20,1,0,0.028037383177570093,0
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",free ringtone waiting collected simply text password mix verify usher britney fml,125,22,1,0,0.088,1
ham,Watching telugu movie..wat abt u?,watching telugu moviewat abt,33,5,0,0,0.030303030303030304,0
ham,i see. When we finish we have loads of loans to pay,finish loads loans pay,51,12,0,0,0.0196078431372549,0
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",hols yes bit run forgot hairdressers appointment four home shower beforehand cause prob ham,184,39,0,0,0.02717391304347826,0
ham,Please don't text me anymore. I have nothing else to say.,please dont text anymore nothing else,57,11,0,0,0.03508771929824561,0
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,okay name price long legal wen pick ave ams,81,21,0,0,0.04938271604938271,0
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,still looking car buy gone driving test yet,76,16,1,0,0.02631578947368421,0
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",wow youre right didnt mean guess once gave boston men changed search location nyc something changed cuz signin page still says boston,183,36,0,0,0.02185792349726776,0
ham,Umma my life and vava umma love you lot dear,umma life vava umma love lot dear,44,10,0,0,0.022727272727272728,0
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,thanks lot wishes birthday thanks making birthday truly memorable,95,17,0,0,0.021052631578947368,0
ham,"Aight, I'll hit you up when I get some cash",aight ill hit cash,43,10,0,0,0.06976744186046512,0
ham,How would my ip address test that considering my computer isn't a minecraft server,address test considering computer isnt minecraft server,82,14,0,0,0.012195121951219513,0
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,grumpy old people mom like better lying again always one play jokes,115,24,0,0,0.043478260869565216,0
ham,Dont worry. I guess he's busy.,dont worry guess hes busy,30,6,0,0,0.06666666666666667,0
ham,What is the plural of the noun research?,plural noun research,40,8,0,0,0.025,0
ham,Going for dinner.msg you after.,going dinnermsg after,31,5,0,0,0.03225806451612903,0
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,wif cos like try new things scared dun like mah cos loud,96,24,1,0,0.03125,0
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,gent trying contact last weekends draw shows won prize guaranteed call claim code valid hrs ppm,159,27,1,1,0.1320754716981132,1
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",openin sentence formal anyway fine juz eatin much puttin weighthaha anythin special happened,143,24,0,0,0.027972027972027972,0
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",entered cabin happy bday boss felt special askd lunch after lunch invited apartment went,156,32,1,0,0.07051282051282051,0
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,winner specially selected receive holiday flights inc speak live operator claim pmin,153,27,1,1,0.013071895424836602,1
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,goodo yes must speak friday eggpotato ratio tortilla needed,72,12,0,0,0.027777777777777776,0
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,hmmmy uncle informed hes paying school directly pls buy food,86,15,0,0,0.023255813953488372,0
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private account statement shows unredeemed bonus points claim call identifier code expires,144,20,1,0,0.1111111111111111,1
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent mobile awarded bonus caller prize final try contact call landline boxwrc ppm,157,26,1,1,0.1592356687898089,1
ham,here is my new address -apples&pairs&all that malarky,new address applespairsall malarky,53,8,0,0,0.0,0
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,todays voda numbers ending selected receive award match please call quoting claim code standard rates app,156,27,1,1,0.019230769230769232,1
ham,I am going to sao mu today. Will be done only at 12 ,going sao today done,52,13,1,0,0.038461538461538464,0
ham,ÌÏ predict wat time Ì_'ll finish buying?,predict wat time finish buying,40,7,0,0,0.075,0
ham,"Good stuff, will do.",good stuff,20,4,0,0,0.05,0
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",knowyetunde hasnt sent money yet sent text bother sending over dont involve yourself anything shouldnt imposed anything first place apologise,244,46,0,0,0.01639344262295082,0
ham,Are you there in room.,room,22,5,0,0,0.045454545454545456,0
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,hey girl hope well del bak again long time give call sum time lucyxx,107,27,0,0,0.7009345794392523,0
ham,K..k:)how much does it cost?,kkhow much cost,28,5,0,0,0.03571428571428571,0
ham,I'm home.,home,9,2,0,0,0.1111111111111111,0
ham,"Dear, will call Tmorrow.pls accomodate.",dear call tmorrowpls accomodate,39,5,0,0,0.05128205128205128,0
ham,First answer my question.,first answer question,25,4,0,0,0.04,0
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshine quiz wkly win top sony dvd player country algarve txt ansr sptyrone,126,25,1,1,0.1111111111111111,1
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,laid tonight real dogging locations sent direct mob join uks largest dogging network txting gravel eca pmsgp,162,28,1,0,0.09876543209876543,1
ham,I only haf msn. It's yijue@hotmail.com,haf msn yijuehotmailcom,38,6,0,0,0.05263157894736842,0
ham,He is there. You call and meet him,call meet,34,8,0,0,0.058823529411764705,0
ham,No no. I will check all rooms befor activities,check rooms befor activities,46,9,0,0,0.043478260869565216,0
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,youll rcv msgs chat svc free hardcore services text nothing must age verify network try again,155,32,1,0,0.07741935483870968,1
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,lazy type forgot lect saw pouch like nice,86,20,0,0,0.05813953488372093,0
ham,"K, text me when you're on the way",text youre way,33,8,0,0,0.030303030303030304,0
ham,"Sir, Waiting for your mail.",sir waiting mail,27,5,0,0,0.07407407407407407,0
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",swt thought nver tired doing little things lovable persons cozsomtimes those little things occupy biggest part hearts gud,158,26,1,0,0.03164556962025317,0
ham,I know you are. Can you pls open the back?,pls open back,42,10,0,0,0.047619047619047616,0
ham,Yes see ya not on the dot,yes dot,25,7,0,0,0.04,0
ham,Whats the staff name who is taking class for us?,whats staff name taking class,48,10,0,0,0.020833333333333332,0
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg havent replied text randy sexy female live local luv hear netcollex ltd per msg reply stop end,159,29,1,0,0.05660377358490566,1
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ummmawill call after check inour life begin qatar pls pray hard,84,15,0,0,0.011904761904761904,0
ham,K..i deleted my contact that why?,deleted contact,33,6,0,0,0.030303030303030304,0
ham,Sindu got job in birla soft ..,sindu job birla soft,30,7,0,0,0.03333333333333333,0
ham,The wine is flowing and i'm i have nevering..,wine flowing nevering,45,9,0,0,0.022222222222222223,0
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,yup thk cine better cos down plaza mah,59,15,1,0,0.01694915254237288,0
ham,Ok... Ur typical reply...,typical reply,25,4,0,0,0.08,0
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",everywhere dirt floor windows even shirt sometimes open mouth comes flowing dream world without half chores time joy lots shows ill guess like things must exist like rain hail mist time done become one,384,80,0,0,0.013020833333333334,0
ham,Aaooooright are you at work?,aaooooright work,28,5,0,0,0.03571428571428571,0
ham,I'm leaving my house now...,leaving house,27,5,0,0,0.037037037037037035,0
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello love doing interview today happy being good boy meare missing,157,33,0,0,0.044585987261146494,0
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,customer service annoncement new years delivery waiting please call arrange delivery,124,19,1,0,0.04032258064516129,1
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner specially selected receive cash holiday flights inc speak live operator claim,146,27,1,1,0.0136986301369863,1
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,keep yourself safe because miss already envy everyone sees real life,115,24,0,0,0.034782608695652174,0
ham,New car and house for my parents.:)i have only new job in hand:),new car house parentsi new job hand,64,13,0,0,0.015625,0
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,love excited each day spend happy,85,19,0,0,0.03529411764705882,0
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,pls stop bootydelious inviting friend reply yes stop send stop frnd,152,24,1,0,0.20394736842105263,1
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",bangbabes order way receive service msg download content goto wap bangb mobile internetservice menu,155,30,1,0,0.12903225806451613,1
ham,I place all ur points on e cultures module already.,place points cultures module already,51,10,0,0,0.0196078431372549,0
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent trying contact last weekends draw shows won prize guaranteed call claim code valid hrs,157,27,1,1,0.14012738853503184,1
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",frnd best way avoid missunderstding wit beloved ones,74,13,0,0,0.013513513513513514,0
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,great escape fancy bridge needs lager tomo,67,13,0,0,0.04477611940298507,0
ham,Yes :)it completely in out of form:)clark also utter waste.,yes completely formclark utter waste,59,10,0,0,0.01694915254237288,0
ham,"Sir, I need AXIS BANK account no and bank address.",sir axis bank account bank address,50,10,0,0,0.2,0
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",hmmm thk sure time hop ard free abt muz call discuss liao,94,20,1,0,0.0425531914893617,0
ham,What time you coming down later? ,time coming down later,33,6,0,0,0.030303030303030304,0
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",bloody hell cant believe forgot surname ill give clue spanish begins,105,21,0,0,0.02857142857142857,0
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",well gonna finish bath goodfine night,61,11,0,0,0.03278688524590164,0
ham,Let me know when you've got the money so carlos can make the call,youve money carlos call,65,14,0,0,0.015384615384615385,0
ham,U still going to the mall?,still going mall,26,6,0,0,0.038461538461538464,0
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",turns friends staying whole show wont back til ltgt feel free ahead smoke ltgt worth,146,30,0,1,0.00684931506849315,0
ham,Text her. If she doesnt reply let me know so i can have her log in,text doesnt reply log,66,16,0,0,0.030303030303030304,0
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,spoke maneesha wed like satisfied experience reply toll free yes,126,25,0,0,0.1349206349206349,0
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,lifted hopes offer money especially end month approaches hurts studying anyways weekend,159,31,1,0,0.025157232704402517,0
ham,Lol no. U can trust me.,lol trust,23,6,0,0,0.08695652173913043,0
ham,ok. I am a gentleman and will treat you with dignity and respect.,gentleman treat dignity respect,65,13,0,0,0.015384615384615385,0
ham,"He will, you guys close?",guys close,24,5,0,0,0.041666666666666664,0
ham,Going on nothing great.bye,going nothing greatbye,26,4,0,0,0.038461538461538464,0
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,hello handsome finding job being lazy working towards getting back net mummy wheres boytoy miss,152,32,0,0,0.039473684210526314,0
ham,"Haha awesome, be there in a minute",haha awesome minute,34,7,0,0,0.029411764705882353,0
